"ID","ID","NAME","START_AT","END_AT","ARTWORKS_COUNT","PARTNERS_COUNT","ARTISTS_COUNT","PARTNER_SHOWS_COUNT","PUBLISHED","STATUS"
"a0TM000000AUlxrMAD","54e790987261693b7b6c0b00","PAD Paris 2015","2015-03-26 19:51:00.0","2015-03-29 19:51:00.0","60","6","40","6","true","Item Updated"
"a0TM000000AUlxsMAD","54bda7b0726169237a250000","ADAA: The Art Show 2015","2015-03-04 10:00:00.0","2015-03-08 18:00:00.0","384","49","131","49","true","Item Updated"
"a0TM000000AUlxtMAD","54edf33c7261691c04030000","Baltimore Contemporary Print Fair 2015","2015-03-28 16:06:00.0","2015-03-29 16:06:00.0","10","1","7","1","true","Item Updated"
"a0TM000000AUlxuMAD","54d0e8907261692985ad0400","Art Basel in Hong Kong 2015","2015-03-15 13:00:00.0","2015-03-17 17:00:00.0","1728","141","665","141","true","Item Updated"
"a0TM000000AUlxvMAD","5500852172616952894e1f00","Art Miami New York 2015","2015-05-14 18:10:00.0","2015-05-17 18:10:00.0","514","31","201","31","true","Item Updated"
"a0TM000000AUlxwMAD","54c0179a7261692194ff0600","Dallas Art Fair 2015","2015-04-09 11:00:00.0","2015-04-12 18:00:00.0","1315","73","441","73","true","Item Updated"
"a0TM000000AUlxxMAD","54f9dbbe7261697e677a4000","MiArt 2015","2015-04-10 12:00:00.0","2015-04-12 19:00:00.0","1033","111","380","112","true","Item Updated"
"a0TM000000AUlxyMAD","551ed09f7261692b49f20500","The Armory Show 2016","2016-03-03 11:00:00.0","2016-03-06 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlxzMAD","5176d2faa2cb606784000137","Art Basel Hong Kong 2013","2013-05-23 04:00:00.0","2013-05-26 04:00:00.0","677","69","284","71","true","Item Updated"
"a0TM000000AUly0MAD","5487204772616945b4370400","Art Cologne 2015","2015-04-16 11:00:00.0","2015-04-19 18:00:00.0","1755","143","598","143","true","Item Updated"
"a0TM000000AUly1MAD","54f9da5972616928145b4000","Art Brussels 2015","2015-04-25 11:00:00.0","2015-04-27 18:00:00.0","1951","152","648","152","true","Item Updated"
"a0TM000000AUly2MAD","553007b17261697a6e110100","Masterpiece London 2015","2015-06-25 15:03:00.0","2015-07-01 15:04:00.0","24","4","17","4","true","Item Updated"
"a0TM000000AUly3MAD","553008d57261693f34220100","ArtHamptons 2015","2015-07-02 15:08:00.0","2015-07-05 15:08:00.0","64","2","8","2","true","Item Updated"
"a0TM000000AUly4MAD","55300acd7261693f34410100","ART-O-RAMA 2015","2015-08-28 15:16:00.0","2015-08-30 15:17:00.0","34","2","10","2","true","Item Updated"
"a0TM000000AUly5MAD","5530008172616923bf1e0000","Photo London 2015","2015-05-21 14:33:00.0","2015-05-24 14:33:00.0","196","14","87","14","true","Item Updated"
"a0TM000000AUly6MAD","5530099472616929b2f70000","ArtAspen 2015","2015-07-30 15:12:00.0","2015-08-02 15:12:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUly7MAD","553000487261697181230000","SELECT New York 2015","2015-05-13 14:32:00.0","2015-05-17 14:32:00.0","39","3","8","3","true","Item Updated"
"a0TM000000AUly8MAD","55300a5d7261691324360100","Art Nocturne Knocke 2015","2015-08-08 15:15:00.0","2015-08-16 15:15:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUly9MAD","54f9dac27261692add950500","Market Art Fair 2015","2015-04-17 11:00:00.0","2015-04-19 18:00:00.0","344","33","94","33","true","Item Updated"
"a0TM000000AUlyAMAT","5504feb27261692ff4e86800","Frieze New York 2015","2015-05-14 00:30:00.0","2015-05-17 23:59:00.0","1458","124","484","124","true","Item Updated"
"a0TM000000AUlyBMAT","5543961c7261690e60a82000","miart 2016","2016-04-08 11:00:00.0","2016-04-10 17:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlyCMAT","551515187261695569cf3900","1:54 Contemporary African Art Fair New York 2015","2015-05-15 08:28:00.0","2015-05-17 08:28:00.0","225","16","62","16","true","Item Updated"
"a0TM000000AUlyDMAT","554d1b0f726169758c590200","Design Miami/ 2016","2016-11-30 16:00:00.0","2016-12-04 16:00:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlyEMAT","54f9dc987261692befee0400","Art15","2015-05-21 11:00:00.0","2015-05-23 18:00:00.0","2072","120","640","122","true","Item Updated"
"a0TM000000AUlyFMAT","555c3cad72616954ad1f0100","International Antiques Fair 2015","2015-05-30 07:48:00.0","2015-06-01 07:48:00.0","14","1","1","1","false","Item Updated"
"a0TM000000AUlyGMAT","546fafc47261692cc9220400","LOOP Barcelona 2015","2015-06-04 18:00:00.0","2015-06-06 12:00:00.0","53","35","35","35","true","Item Updated"
"a0TM000000AUlyHMAT","5530e5cf72616974c4150000","GRANPALAZZO 2015","2015-05-30 10:00:00.0","2015-05-31 18:00:00.0","72","16","16","16","true","Item Updated"
"a0TM000000AUlyIMAT","5530e72f7261696238050000","Art Basel 2015","2015-06-18 12:54:00.0","2015-06-21 17:00:00.0","2390","168","1007","171","true","Item Updated"
"a0TM000000AUlyJMAT","5536771a7261692ae81f0700","Design Miami/ Basel 2015","2015-06-16 12:00:00.0","2015-06-21 22:00:00.0","633","46","205","46","true","Item Updated"
"a0TM000000AUlyKMAT","5586c43c7261694c330000df","Art Hamptons 2015","2015-07-02 17:00:00.0","2015-07-05 18:00:00.0","35","2","16","2","true","Item Updated"
"a0TM000000AUlyLMAT","5591599c7261696f11000041","Art Bodensee 2015","2015-07-10 14:42:00.0","2015-07-12 14:42:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlvLMAT","559e941072616970d50000a4","Artissima 2015","2015-11-06 12:00:00.0","2015-11-08 12:00:00.0","12","2","5","2","true","Item Updated"
"a0TM000000AUlvMMAT","553005f57261695f898e0000","SCOPE Basel 2015","2015-06-16 14:56:00.0","2015-06-21 14:56:00.0","21","1","10","1","true","Item Updated"
"a0TM000000AUlvNMAT","51dc37ac275b24bb3e0001cf","Art Southampton 2013","2013-07-25 04:00:00.0","2013-07-29 04:00:00.0","59","6","22","6","true","Item Updated"
"a0TM000000AUlvOMAT","52264ca78b3b81937b0000b0","The Houston Fine Art Fair","2013-09-19 04:00:00.0","2013-09-22 04:00:00.0","10","1","5","1","true","Item Updated"
"a0TM000000AUlvPMAT","54e75235726169354d700700","Independent Art Fair 2015","2015-03-05 15:25:00.0","2015-03-08 15:25:00.0","9","2","2","2","true","Item Updated"
"a0TM000000AUlvQMAT","52cf35e4275b245036000379","Boston International Fine Art Show","2012-11-15 05:00:00.0","2012-11-18 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlvRMAT","533f189a9c18dbdbc4000083","Paris Photo Los Angeles 2014","2014-04-25 20:36:00.0","2014-04-27 20:36:00.0","14","3","4","3","true","Item Updated"
"a0TM000000AUlvSMAT","5350f07f9c18db3be400004b","PArC 2014","2014-04-24 12:00:00.0","2014-04-27 19:00:00.0","3","1","1","1","false","Item Updated"
"a0TM000000AUlvTMAT","5508318072616910353a2100","Material Art Fair","2014-02-06 13:51:00.0","2014-02-09 13:51:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlvUMAT","551af0bf72616908ef2f1b00","COLLECT 2015","2015-05-08 19:07:00.0","2015-05-11 19:07:00.0","53","3","15","3","true","Item Updated"
"a0TM000000AUlvVMAT","5398ef42139b21c3fe00010b","Art Aspen 2014","2014-08-01 00:06:00.0","2014-08-04 00:06:00.0","6","2","5","2","true","Item Updated"
"a0TM000000AUlvWMAT","53e4299772616926a1bd0000","ARTBO 2014","2014-10-24 12:00:00.0","2014-10-27 20:00:00.0","776","59","287","60","true","Item Updated"
"a0TM000000AUlvXMAT","54532fca72616935e9a00500","Art Stage Singapore 2012","2012-01-12 06:40:00.0","2012-01-15 06:40:00.0","3","1","1","1","true","Item Updated"
"a0TM000000AUlyyMAD","5460f9bc7261692d44830100","VOLTA11","2011-03-03 17:45:00.0","2011-03-06 17:45:00.0","3","1","1","1","false","Item Updated"
"a0TM000000AUlyzMAD","5475fd6c72616948e6401200","Pinta Miami 2014","2014-12-03 16:18:00.0","2014-12-07 16:18:00.0","17","1","5","1","true","Item Updated"
"a0TM000000AUlz0MAD","547ddd407261692cdee70a00","Affordable Art Fair New York Fall 2012","2012-10-04 15:38:00.0","2012-10-07 15:38:00.0","4","1","1","1","true","Item Updated"
"a0TM000000AUlz1MAD","54d3ed9b7261693e19b00400","JUSTMAD6","2015-02-24 22:22:00.0","2015-03-01 22:22:00.0","3","1","3","1","true","Item Updated"
"a0TM000000AUlz2MAD","5507514e7261692b61440200","AD 20/21 2015","2015-03-26 21:54:00.0","2015-03-29 21:54:00.0","18","1","7","1","true","Item Updated"
"a0TM000000AUlz3MAD","554b08327261696e542c0b00","Fine Art Asia 2014","2014-10-04 06:36:00.0","2014-10-07 06:36:00.0","11","1","4","1","false","Item Updated"
"a0TM000000AUlz4MAD","55ad3e1f72616932c2000aaf","Affordable Art Fair Fall 2015","2015-09-09 19:00:00.0","2015-09-13 17:00:00.0","301","7","58","7","true","Item Updated"
"a0TM000000AUlz5MAD","52530362139b214ea6000049","ARCOmadrid 2014","2014-02-19 05:00:00.0","2014-02-23 05:00:00.0","1893","140","606","143","true","Item Updated"
"a0TM000000AUlz6MAD","55bf632072616970dc000047","Lima Photo 2015","2015-08-12 08:48:00.0","2015-08-16 08:48:00.0","7","1","4","1","true","Item Updated"
"a0TM000000AUlz7MAD","55c0a04e72616913f4000a36","Paris Photo 2015","2015-11-12 11:18:00.0","2015-11-15 11:18:00.0","22","2","5","2","true","Item Updated"
"a0TM000000AUlz8MAD","55c1265972616949a50000df","KIAF 2015","2015-10-07 08:00:00.0","2015-10-11 20:00:00.0","25","3","10","3","true","Item Updated"
"a0TM000000AUlz9MAD","55c3814d72616971980000b3","Beijing Design Week","2015-09-23 15:45:00.0","2015-10-07 15:45:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlzAMAT","55c5fc73726169110f0001d6","Bazaar Art Jakarta 2015","2015-08-27 08:55:00.0","2015-08-30 08:56:00.0","95","5","14","5","true","Item Updated"
"a0TM000000AUlzBMAT","55c8ce857261697fc100013d","Expo Chicago 2015","2015-09-17 16:16:00.0","2015-09-20 16:16:00.0","373","29","174","29","true","Item Updated"
"a0TM000000AUlzCMAT","55ce34e97261696cac0007e8","Dallas Art Fair 2016","2016-04-14 19:00:00.0","2016-04-17 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlzDMAT","55959d13726169642400000e","Unseen Photo Fair 2015","2015-09-18 01:00:00.0","2015-09-20 16:00:00.0","612","42","105","42","true","Item Updated"
"a0TM000000AUlzEMAT","546b9d0f72616908a1320100","ArtRio 2015","2015-09-09 12:00:00.0","2015-09-13 18:00:00.0","1318","62","429","62","true","Item Updated"
"a0TM000000AUlzFMAT","55d359ed7261695519000114","The International Fine Art & Antique Dealers Show 2015","2015-10-23 11:00:00.0","2015-10-29 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlzGMAT","55d4eb1872616909e4000135","Amsterdam Drawing 2015","2015-09-17 11:00:00.0","2015-09-20 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlzHMAT","55d491d17261694cd900041b","Art:Gwangju:15, The 6th Gwangju International Art Fair, Korea","2015-09-02 01:00:00.0","2015-09-06 09:00:00.0","13","1","7","1","true","Item Updated"
"a0TM000000AUlzIMAT","55a5732972616970be00011e","Moving Image Istanbul 2015","2015-09-04 16:00:00.0","2015-09-06 22:00:00.0","34","21","21","21","true","Item Updated"
"a0TM000000AUlzJMAT","55dcd9ff72616973c2000331","Affordable Art Fair Seoul 2015","2015-09-11 21:10:00.0","2015-09-13 21:10:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlzKMAT","5593e544726169246e0003b1","ARTINTERNATIONAL 2015","2015-09-04 10:00:00.0","2015-09-06 19:00:00.0","929","74","283","74","true","Item Updated"
"a0TM000000AUlzLMAT","55e485477261693db30000b1","Frieze Masters 2015","2015-10-14 10:00:00.0","2015-10-18 17:00:00.0","7","1","1","1","true","Item Updated"
"a0TM000000AV0WXMA1","55e924b07261691452000815","Art on Paper The Brussels Contemporary Drawing Show 2015","2015-09-11 11:00:00.0","2015-09-13 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AV0WYMA1","55e95b5572616947300008e5","UNTITLED 2015","2015-12-02 08:48:00.0","2015-12-06 08:48:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AV0WZMA1","55edba577261693da80000b2","ZONA MACO SALÓN DEL ANTICUARIO 2015","2015-09-24 20:00:00.0","2015-09-27 23:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlvKMAT","5593e5e372616970c3000020","FNB JoburgArtFair 2015","2015-09-11 10:00:00.0","2015-09-13 18:00:00.0","570","32","160","39","true","Item Updated"
"a0TM000000AV0bFMAT","55f2e1e972616945a500039b","Texas Contemporary 2015","2015-10-01 14:14:00.0","2015-10-04 14:14:00.0","18","1","10","1","false","Item Updated"
"a0TM000000AUlsWMAT","511511575e182126980001f6","Art Wynwood 2013","2013-02-14 05:00:00.0","2013-02-18 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlsXMAT","5123889ae6760ba945000137","Art13 London 2013","2013-03-01 05:00:00.0","2013-03-03 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlsYMAT","53d142a57261692d36210100","SP-Arte/Foto/2014","2014-08-21 17:29:00.0","2014-08-24 17:29:00.0","15","1","3","1","false","Item Updated"
"a0TM000000AUlsZMAT","517064473701d7cf500000b7","PARIS PHOTO LA 2013","2013-04-26 07:00:00.0","2013-04-28 07:00:00.0","43","5","13","5","true","Item Updated"
"a0TM000000AUlsaMAD","544704bd7261691266470100","San Diego Art Fair","2014-11-06 10:00:00.0","2014-11-09 18:00:00.0","33","1","11","1","true","Item Updated"
"a0TM000000AUlsbMAD","55b635247261692c3c000b1c","Miami Project 2015","2015-12-01 12:00:00.0","2015-12-06 12:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlscMAD","51241245a3f6a29871000606","art KARLSRUHE 2013","2013-03-07 05:00:00.0","2013-03-10 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlsdMAD","50f46efb21aeacefbb000152","LA Art Book Fair","2013-02-01 05:00:00.0","2013-02-03 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlseMAD","51488a35876d6f8293000130","Design Days Dubai 2013","2013-03-18 04:00:00.0","2013-03-21 04:00:00.0","17","1","7","1","true","Item Updated"
"a0TM000000AUlsfMAD","51a49f528b3b8147c6000069","LISTE 18 2013","2013-06-10 22:00:00.0","2013-06-15 22:00:00.0","4","1","1","1","true","Item Updated"
"a0TM000000AUlsgMAD","516027f134479440e20000b7","Art Cologne 2013","2013-04-18 04:00:00.0","2013-04-21 04:00:00.0","58","2","16","2","true","Item Updated"
"a0TM000000AUlshMAD","51d194cf8b3b81edbf0000e2","artMRKT Hamptons","2013-07-11 04:00:00.0","2013-07-14 04:00:00.0","20","2","10","2","true","Item Updated"
"a0TM000000AUlsiMAD","5202ea7f275b24db76000221","Expo Chicago","2013-09-19 04:00:00.0","2013-09-22 04:00:00.0","243","18","95","20","true","Item Updated"
"a0TM000000AUlsjMAD","5214082c8b3b81f6ca000005","Texas Contemporary","2013-10-10 07:00:00.0","2013-10-15 07:00:00.0","73","5","16","5","true","Item Updated"
"a0TM000000AUlskMAD","533dbd75cb4c2758b3000063","Silicon Valley Contemporary","2014-04-10 19:58:00.0","2014-04-13 19:58:00.0","62","4","24","4","true","Item Updated"
"a0TM000000AUlslMAD","5195429d6111255760000349","VOLTA9","2013-06-10 04:00:00.0","2013-06-15 04:00:00.0","12","2","5","2","true","Item Updated"
"a0TM000000AUlsmMAD","53592ffa139b21011800014c","SELECT FAIR NYC 2014","2014-05-08 15:37:00.0","2014-05-11 15:37:00.0","3","1","3","1","true","Item Updated"
"a0TM000000AUlsnMAD","5419bd977261692d6d8a0100","SCOPE Miami Beach 2014","2014-12-02 18:00:00.0","2014-12-07 18:00:00.0","150","7","34","7","true","Item Updated"
"a0TM000000AUlsoMAD","522651b19c18db19e7000184","Moving Image London","2013-10-17 04:00:00.0","2013-10-20 04:00:00.0","64","21","26","21","true","Item Updated"
"a0TM000000AUlspMAD","531887e18b3b81453300058f","Art Brussels 2014","2014-04-25 15:00:00.0","2014-04-27 23:00:00.0","1321","132","479","132","true","Item Updated"
"a0TM000000AUlsqMAD","4dbb0c01771d8967970010a8","Art Basel 2011","2011-06-11 00:00:00.0","2011-06-20 00:00:00.0","168","30","83","31","true","Item Updated"
"a0TM000000AUlsrMAD","5228d0ea139b21b6fa000499","Unseen Photo Fair 2013","2013-09-26 04:00:00.0","2013-09-29 04:00:00.0","17","3","5","3","true","Item Updated"
"a0TM000000AUlssMAD","5245eff8275b242ead00000b","Paris Photo 2013","2013-11-14 05:00:00.0","2013-11-17 05:00:00.0","44","6","23","6","true","Item Updated"
"a0TM000000AUlstMAD","524c6470c9dc246bef000118","Art Stage Singapore","2014-01-16 05:00:00.0","2014-01-19 05:00:00.0","5","1","1","1","true","Item Updated"
"a0TM000000AUlsuMAD","5252f4d3275b245b3c000082","Art Miami 2013","2013-12-03 05:00:00.0","2013-12-08 05:00:00.0","220","15","88","15","true","Item Updated"
"a0TM000000AUlsvMAD","552837bc7261692ae97a1600","Art Lima 2015","2015-04-23 14:00:00.0","2015-04-26 21:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlswMAD","554d1ad67261691b4e8e0200","Design Miami/ Basel 2016","2016-06-14 16:21:00.0","2016-06-16 16:21:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlsxMAD","525d1c3d9c18db9b510003fe","Artissima 2013","2013-11-08 00:00:00.0","2013-11-10 00:00:00.0","71","6","13","6","true","Item Updated"
"a0TM000000AUlsyMAD","525e9c20275b24dd9a000351","Berliner-Liste","2013-09-18 04:00:00.0","2013-09-22 04:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlszMAD","525e9ce4275b245b880002a7","Arte Fiera","2014-01-24 05:00:00.0","2014-01-27 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlt0MAD","5261855dc9dc24dbf3000067","UNTITLED 2013","2013-12-04 05:00:00.0","2013-12-08 05:00:00.0","104","10","24","10","true","Item Updated"
"a0TM000000AUlt1MAD","5277b2578b3b819667000209","Brafa 2014","2014-01-25 05:00:00.0","2014-02-02 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlt2MAD","527e46cccd530ed0150005e5","Art Paris 2014","2014-03-26 04:00:00.0","2014-03-29 04:00:00.0","27","4","7","4","true","Item Updated"
"a0TM000000AUlt3MAD","5283d2b2275b24288b00017e","Pulse Miami 2013","2013-12-05 05:00:00.0","2013-12-08 05:00:00.0","54","6","16","6","true","Item Updated"
"a0TM000000AUlt4MAD","528bc0cc9c18db79f70000e5","Ink Miami 2013","2013-12-04 05:00:00.0","2013-12-08 05:00:00.0","70","3","27","3","true","Item Updated"
"a0TM000000AUlt5MAD","5238cc7ac9dc245ab7000286","Design Miami/ 2013","2013-12-04 05:00:00.0","2013-12-08 05:00:00.0","372","36","151","37","true","Item Updated"
"a0TM000000AUlt6MAD","52b31db7275b2485dc0001a7","Stroke Art Fair 2014","2013-12-19 05:00:00.0","2013-12-19 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlt7MAD","52d3eab1cd530ebb4600016b","Unpainted Media Art Fair","2014-01-16 23:00:00.0","2014-01-19 23:00:00.0","2","1","1","1","true","Item Updated"
"a0TM000000AUlt8MAD","52d5a6fa9c18db0cd6000194","Art Aspen 2013","2013-08-01 04:00:00.0","2013-08-04 04:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlt9MAD","52d5a77acd530ec4d400015a","photo l.a. 2014","2014-01-16 05:00:00.0","2014-01-19 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUltAMAT","52de9cf69acc8a719f00059c","The International Fine Art and Antiques Dealers Show 2012","2012-10-18 04:00:00.0","2012-10-25 04:00:00.0","9","1","5","1","true","Item Updated"
"a0TM000000AUltBMAT","52e64064c9dc2435790001a3","Art Dubai 2014","2014-03-18 23:00:00.0","2014-03-21 23:00:00.0","67","6","17","6","true","Item Updated"
"a0TM000000AUltCMAT","52f29c11a09a67acc900005e","Art Wynwood 2014","2014-02-13 05:00:00.0","2014-02-17 05:00:00.0","90","8","48","8","true","Item Updated"
"a0TM000000AUltDMAT","52f901091a1e86a4fc00003b","Art + Design New York","2014-05-08 04:00:00.0","2014-05-11 04:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUltEMAT","52fe3754275b24080b000341","SCOPE New York 2014","2014-03-06 05:00:00.0","2014-03-09 05:00:00.0","22","2","7","2","true","Item Updated"
"a0TM000000AUltFMAT","51241182819688e3f200060a","VOLTA NY 2013","2013-03-07 05:00:00.0","2013-03-10 05:00:00.0","15","4","4","4","true","Item Updated"
"a0TM000000AUltGMAT","530dfb19c9dc24bdbf00013b","Independent Art Fair 2014","2014-03-06 05:00:00.0","2014-03-10 03:59:00.0","7","1","4","1","false","Item Updated"
"a0TM000000AUltHMAT","5314a99f139b21a13c000288","Papier 14","2014-04-25 04:00:00.0","2014-04-28 03:59:00.0","37","1","3","1","true","Item Updated"
"a0TM000000AUltIMAT","53185a80a09a6754bd0005ba","TEFAF Maastricht 2014","2014-03-14 11:21:00.0","2014-03-23 11:21:00.0","7","2","7","2","true","Item Updated"
"a0TM000000AUltJMAT","533300601a1e86615f00006c","Masterpiece London 2014","2014-06-26 16:28:00.0","2014-07-02 16:28:00.0","37","4","28","4","true","Item Updated"
"a0TM000000AUltKMAT","5335de5acd530e47490001e1","PULSE New York 2014","2014-05-08 04:00:00.0","2014-05-12 03:59:00.0","43","6","14","6","true","Item Updated"
"a0TM000000AUltLMAT","533c119ecd530e91e0000003","Market Art Fair 2014","2014-04-04 13:32:00.0","2014-04-06 13:32:00.0","9","1","2","1","true","Item Updated"
"a0TM000000AUltMMAT","51240df5819688e3f20005f8","Salon Zürcher out of town","2013-03-04 05:00:00.0","2013-03-10 05:00:00.0","7","1","3","1","true","Item Updated"
"a0TM000000AUltNMAT","516584edf9cda5a8ab0000ca","Collective 1 Design Fair","2013-05-08 04:00:00.0","2013-05-11 04:00:00.0","186","13","106","13","true","Item Updated"
"a0TM000000AUltOMAT","525eca9ec9dc240bc200017f","FIAC 13","2013-10-24 04:00:00.0","2013-10-27 04:00:00.0","47","5","28","5","true","Item Updated"
"a0TM000000AUltPMAT","5310b1218b3b81a783000153","PAD London 2012","2012-10-09 14:53:00.0","2012-10-13 14:53:00.0","4","1","4","1","false","Item Updated"
"a0TM000000AUltQMAT","5310c98bcb4c27000c0000a3","PAD Paris 2014","2014-03-27 16:37:00.0","2014-03-30 16:37:00.0","25","3","10","3","false","Item Updated"
"a0TM000000AUltRMAT","535584efcd530e864b00014b","Spring Masters New York 2014","2014-05-01 20:51:00.0","2014-05-04 20:51:00.0","12","2","8","2","true","Item Updated"
"a0TM000000AUltSMAT","5373b024139b2180a6000966","SCOPE Basel 2014","2014-06-17 04:01:00.0","2014-06-23 03:59:00.0","20","1","7","1","true","Item Updated"
"a0TM000000AUltTMAT","53592fb2139b21ed1600031e","Outsider Art Fair New York 2014","2014-05-08 15:36:00.0","2014-05-11 15:36:00.0","54","2","22","2","true","Item Updated"
"a0TM000000AUltUMAT","537e1788cb4c2728b700001d","SP-Arte 2014 Brasília","2014-06-05 15:26:00.0","2014-06-08 15:26:00.0","35","1","11","1","false","Item Updated"
"a0TM000000AUltVMAT","53abe78e72616976574c0200","Paris Photo 14","2014-11-13 10:25:00.0","2014-11-16 10:25:00.0","243","14","82","14","true","Item Updated"
"a0TM000000AUltWMAT","52333de0139b21433300072c","Frieze Masters","2013-10-16 23:00:00.0","2013-10-19 23:00:00.0","302","40","103","41","true","Item Updated"
"a0TM000000AUltXMAT","5267cc05139b21108900018d","Art Basel in Miami Beach 2013","2013-12-05 05:00:00.0","2013-12-08 05:00:00.0","1071","106","492","106","true","Item Updated"
"a0TM000000AUltYMAT","542897577261692cc82c0200","Art Miami 2014","2014-12-02 23:17:00.0","2014-12-07 23:17:00.0","633","34","258","34","true","Item Updated"
"a0TM000000AUltZMAT","54344f6f7261694d2d3c0200","Buenos Aires Photo 2014","2014-10-16 20:38:00.0","2014-10-20 20:38:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUltaMAD","543f149d7261690c4a130200","Slick Art Fair 2014","2014-10-22 00:42:00.0","2014-10-26 00:42:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUltbMAD","5462eb707261696421340600","Art Fair Philippines 2015","2015-02-05 05:06:00.0","2015-02-08 05:06:00.0","5","1","1","1","false","Item Updated"
"a0TM000000AUltcMAD","549302c17261692d669d0100","LA Art Show 2015","2015-01-14 16:36:00.0","2015-01-18 16:36:00.0","180","10","55","10","true","Item Updated"
"a0TM000000AUltdMAD","52b48b8a7622dda6010000af","Art Los Angeles Contemporary 2014","2014-01-30 15:00:00.0","2014-02-02 15:00:00.0","251","40","114","40","true","Item Updated"
"a0TM000000AUlteMAD","52eaa79c9c18dbddd700021f","ADAA The Art Show 2014","2014-03-05 05:00:00.0","2014-03-09 21:00:00.0","208","36","61","36","true","Item Updated"
"a0TM000000AUltfMAD","53079669139b21d41c00015c","SP-Arte 2014","2014-04-03 15:00:00.0","2014-04-06 23:00:00.0","1174","93","421","93","true","Item Updated"
