"ID","ID","NAME","START_AT","END_AT","ARTWORKS_COUNT","PARTNERS_COUNT","ARTISTS_COUNT","PARTNER_SHOWS_COUNT","PUBLISHED","STATUS"
"a0TM000000AUltgMAD","53451aabc9dc246d5800026e","Art Basel Hong Kong 2014","2014-05-15 10:01:00.0","2014-05-18 10:01:00.0","1129","114","417","114","true","Item Updated"
"a0TM000000AUlthMAD","54da39a3726169546a5a0000","Design Shanghai 2015 ","2015-03-27 17:02:00.0","2015-03-30 17:02:00.0","15","2","4","2","true","Item Updated"
"a0TM000000AUltiMAD","54eb44757261692b76110000","Guild Fair 2015","2015-02-25 15:16:00.0","2015-03-01 15:16:00.0","20","2","3","2","false","Item Updated"
"a0TM000000AUltjMAD","54cc230e7261694610740200","Moving Image New York 2015","2015-03-05 11:00:00.0","2015-03-08 16:00:00.0","48","31","35","31","true","Item Updated"
"a0TM000000AUltkMAD","54f09a067261697513b60f00","The (un)SCENE Art Show","2015-03-04 16:22:00.0","2015-03-08 16:22:00.0","111","1","68","1","true","Item Updated"
"a0TM000000AUltlMAD","5511c9bf726169506b970e00","Art Market San Francisco","2015-04-29 20:30:00.0","2015-05-03 20:30:00.0","258","13","98","13","true","Item Updated"
"a0TM000000AUltmMAD","5520102872616954c2e15800","artMRKT San Francisco 2015","2015-04-29 16:22:00.0","2015-05-03 16:22:00.0","44","2","19","2","true","Item Updated"
"a0TM000000AUltnMAD","552fffce72616907b7220000","Art Revolution Taipei 2015","2015-05-08 14:30:00.0","2015-05-11 14:30:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUltoMAD","5391ac25275b245d2c00026e","Paris Photo 2012","2012-11-15 12:53:00.0","2012-11-18 12:53:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUltpMAD","53b31b0c7261692d2c9b0200","Art Market Hamptons 2014","2014-07-10 20:32:00.0","2014-07-13 20:32:00.0","89","7","35","7","true","Item Updated"
"a0TM000000AUltqMAD","53d165667261692cd1e60300","Biennale des Antiquaires 2014","2014-09-11 19:57:00.0","2014-09-21 19:57:00.0","31","2","17","2","false","Item Updated"
"a0TM000000AUltrMAD","53daa0877261692d75bc0200","Expo Chicago 2014","2014-09-18 19:59:00.0","2014-09-21 19:59:00.0","92","6","34","6","false","Item Updated"
"a0TM000000AUltsMAD","507efce20b1e95000200079c","Design Miami/ 2012","2012-12-05 19:58:00.0","2012-12-09 19:58:00.0","362","31","121","31","true","Item Updated"
"a0TM000000AUlttMAD","53cca6237261690a7d451000","Unseen Photo Fair 2014","2014-09-18 05:31:00.0","2014-09-21 05:31:00.0","39","3","8","3","true","Item Updated"
"a0TM000000AUltuMAD","53e29fca726169652b2f0000","Affordable Art Fair Hampstead  2013","2013-06-12 21:33:00.0","2013-06-16 21:33:00.0","12","1","4","1","true","Item Updated"
"a0TM000000AUltvMAD","53e29d517261695f141d0000","London Art Fair 2015","2015-01-21 21:24:00.0","2015-01-25 21:24:00.0","110","6","40","6","true","Item Updated"
"a0TM000000AUltwMAD","53e2aa3272616963045d0000","The International Fine Art and Antiques Show 2014","2014-10-17 22:19:00.0","2014-10-23 22:19:00.0","31","1","19","1","false","Item Updated"
"a0TM000000AUltxMAD","53fa06f77261697de1690000","Amsterdam Drawing 2014","2014-09-18 15:36:00.0","2014-09-21 15:36:00.0","6","1","3","1","false","Item Updated"
"a0TM000000AUltyMAD","550084c672616915b68e2000","Art Southampton 2015","2015-07-09 18:08:00.0","2015-07-13 18:08:00.0","436","25","145","25","true","Item Updated"
"a0TM000000AUltzMAD","542d542e7261692d4bd30000","FIAC 14","2014-10-23 13:32:00.0","2014-10-26 13:32:00.0","90","10","46","10","true","Item Updated"
"a0TM000000AUlu0MAD","55b14dbc726169079f000262","Artissima 2016","2016-11-04 13:44:00.0","2016-11-06 13:44:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlu1MAD","554d1a7172616957c0d90200","Design Miami/ 2015","2015-12-02 15:00:00.0","2015-12-06 20:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlu2MAD","55d611c17261693d910000c6","SUNDAY 2015","2015-10-14 12:00:00.0","2015-10-18 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlu3MAD","53ff5c797261690cbcce0000","Art Kaohsiung","2014-12-12 16:42:00.0","2014-12-14 18:43:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlu4MAD","5405392d72616972cd150b00","KIAF/14","2014-09-25 03:16:00.0","2014-09-29 03:16:00.0","27","2","8","2","false","Item Updated"
"a0TM000000AUlu5MAD","5409ee2a7261691f920f0000","20/21 British Art Fair ","2014-09-10 17:08:00.0","2014-09-14 17:08:00.0","33","1","2","1","false","Item Updated"
"a0TM000000AUlu6MAD","541210ee7261690e3ab20300","Art Silicon Valley/San Francisco","2014-10-09 21:14:00.0","2014-10-12 21:14:00.0","155","12","78","12","true","Item Updated"
"a0TM000000AUlu7MAD","54136b9a7261696ab15b0300","The Houston Fine Art Fair 2014","2014-09-18 21:54:00.0","2014-09-21 21:54:00.0","61","4","17","4","true","Item Updated"
"a0TM000000AUlu8MAD","5419bd11726169485e5d0100","SOFA Chicago 2014","2014-11-06 12:00:00.0","2014-11-09 18:00:00.0","3","1","2","1","true","Item Updated"
"a0TM000000AUlu9MAD","542045e97261693076960000","The Westbund Art & Design Fair 2014","2014-09-22 15:52:00.0","2014-09-22 15:52:00.0","2","1","1","1","true","Item Updated"
"a0TM000000AUluAMAT","5421b5897261692d68bf0100","The NY Satellite Print Fair at the Bohemian Hall","2014-11-07 18:00:00.0","2014-11-09 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUluBMAT","53cd1f9d7261691676ec1400","1:54 Contemporary African Art Fair 2014","2014-10-16 10:00:00.0","2014-10-19 18:00:00.0","318","25","94","25","true","Item Updated"
"a0TM000000AUluCMAT","542ec7d67261694853cb0000","(e)merge art fair 2014","2014-10-02 08:58:00.0","2014-10-05 18:57:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUluDMAT","54343fd17261693a804a0100","Salon Zürcher 2014","2014-10-20 19:30:00.0","2014-10-26 19:30:00.0","37","2","4","2","true","Item Updated"
"a0TM000000AUluEMAT","53c059df7261692cbc300300","Art Toronto 2014","2014-10-24 12:00:00.0","2014-10-27 22:00:00.0","1756","91","639","91","true","Item Updated"
"a0TM000000AUluFMAT","543e7edc7261692d56bc0000","Outsider Art Fair Paris 2014","2014-10-23 14:03:00.0","2014-10-26 14:03:00.0","56","1","7","1","true","Item Updated"
"a0TM000000AUluGMAT","53da550a726169083c0a0700","Artissima 2014","2014-11-07 12:00:00.0","2014-11-09 18:00:00.0","1260","146","457","148","true","Item Updated"
"a0TM000000AUluHMAT","5420792d7261697dbe5a0200","Contemporary Istanbul 2014","2014-11-13 11:00:00.0","2014-11-16 20:00:00.0","1035","66","355","66","true","Item Updated"
"a0TM000000AUluIMAT","545cdf407261692ce1650000","ART021 Shanghai Contemporary Art Fair","2014-11-12 15:00:00.0","2014-11-16 15:00:00.0","51","6","13","6","true","Item Updated"
"a0TM000000AUluJMAT","5425979e72616907103a0100","The Salon: Art + Design 2014","2014-11-13 16:42:00.0","2014-11-17 16:42:00.0","385","49","214","49","true","Item Updated"
"a0TM000000AUluKMAT","546269757261692b8f700200","Red Dot Art Fair Miami 2014","2014-12-02 19:54:00.0","2014-12-07 19:54:00.0","33","3","14","3","true","Item Updated"
"a0TM000000AUluLMAT","5463b4b972616907e0320000","ArtSpot 2014","2014-12-03 14:27:00.0","2014-12-07 19:26:00.0","4","1","3","1","true","Item Updated"
"a0TM000000AUluMMAT","5463d705726169252c4d0100","Ink Miami 2014","2014-12-03 19:32:00.0","2014-12-07 19:32:00.0","89","2","31","2","true","Item Updated"
"a0TM000000AUluNMAT","545beaef7261692d56a00300","UNTITLED. 2014","2014-12-03 21:38:00.0","2014-12-07 21:38:00.0","199","14","47","14","true","Item Updated"
"a0TM000000AUluOMAT","545109a87261692d515d0100","NADA Miami Beach 2014 ","2014-12-04 14:00:00.0","2014-12-07 17:00:00.0","812","72","253","72","true","Item Updated"
"a0TM000000AUluPMAT","5446bec27261696e989c0100","Art Basel in Miami Beach 2014","2014-12-04 12:00:00.0","2014-12-07 18:00:00.0","1833","148","794","148","true","Item Updated"
"a0TM000000AUluQMAT","5478968a726169642dac0b00","ARTEFIERA Bologna 2015","2015-01-23 15:35:00.0","2015-01-26 15:35:00.0","10","3","6","3","true","Item Updated"
"a0TM000000AUluRMAT","547cfbbc7261692d3d1b0300","New York Antiquarian Book Fair 2014","2014-04-03 23:35:00.0","2014-04-06 23:35:00.0","10","1","10","1","true","Item Updated"
"a0TM000000AUluSMAT","547ddcfb7261692ce2910a00","Affordable Art Fair New York Spring 2013","2013-04-04 15:36:00.0","2013-04-07 15:36:00.0","11","1","3","1","true","Item Updated"
"a0TM000000AUluTMAT","547e38127261692ccfdf0400","Melbourne Rare Book Fair 2014","2014-07-25 22:06:00.0","2014-07-27 22:06:00.0","11","1","11","1","false","Item Updated"
"a0TM000000AUluUMAT","548830ee7261692cdae90200","Vienna Fair 2014","2014-10-02 11:33:00.0","2014-10-05 11:33:00.0","1","1","1","1","true","Item Updated"
"a0TM000000AUluVMAT","5495b23b72616972e3d10600","Brussels Antiques and Fine Art Fair 2015","2015-01-24 17:29:00.0","2015-02-01 17:29:00.0","7","1","7","1","false","Item Updated"
"a0TM000000AUluWMAT","54a829af72616908fca00900","Art Palm Beach 2015","2015-01-21 17:40:00.0","2015-01-25 17:40:00.0","94","4","18","4","true","Item Updated"
"a0TM000000AUluXMAT","54ad6e927261692b56280100","Art on Paper 2015","2015-03-05 17:34:00.0","2015-03-08 17:34:00.0","498","23","120","23","true","Item Updated"
"a0TM000000AUluYMAT","54ad782772616970943d0500","artgenève 2015","2015-01-29 18:16:00.0","2015-02-02 18:16:00.0","53","3","14","4","true","Item Updated"
"a0TM000000AUluZMAT","54aeed267261693440510200","Winter Antiques Show 2015","2015-01-23 20:47:00.0","2015-02-01 20:47:00.0","15","1","14","1","false","Item Updated"
"a0TM000000AUluaMAD","54af99e07261692f23520600","Art Herning 2015","2015-01-23 09:05:00.0","2015-01-25 09:05:00.0","87","1","6","1","true","Item Updated"
"a0TM000000AUlubMAD","54b1b76e7261695e0ed50900","The Metro Show","2015-01-21 23:35:00.0","2015-01-25 23:35:00.0","24","1","10","1","true","Item Updated"
"a0TM000000AUlucMAD","54b6f61e726169297bc50100","Art Wynwood 2015","2015-02-12 23:04:00.0","2015-02-16 23:04:00.0","141","9","50","9","true","Item Updated"
"a0TM000000AUludMAD","54bfb1ee7261692b8da70000","Art Rotterdam 2015","2015-02-05 14:03:00.0","2015-02-08 14:03:00.0","33","3","6","3","true","Item Updated"
"a0TM000000AUlueMAD","54b3faac7261693130c80000","ARCOmadrid 2015","2015-02-25 11:00:00.0","2015-03-01 18:00:00.0","2695","177","700","178","true","Item Updated"
"a0TM000000AUlufMAD","54c8beb37261692b3c381900","TEFAF Maastricht 2015","2015-03-13 10:48:00.0","2015-03-22 10:48:00.0","77","8","50","8","true","Item Updated"
"a0TM000000AUlugMAD","54ac5aa57261692bc1df1900","Palm Springs Fine Art Fair 2015","2015-02-12 10:00:00.0","2015-02-15 20:00:00.0","1082","52","352","52","true","Item Updated"
"a0TM000000AUluhMAD","54d1353872616946a71e0000","Palm Beach Jewelry, Art & Antique Show 2015","2015-02-13 20:52:00.0","2015-02-17 20:52:00.0","41","2","22","2","true","Item Updated"
"a0TM000000AUluiMAD","51520f98b1dd9bb9b50000f5","Design Miami/ Basel 2013","2013-12-04 05:00:00.0","2013-12-08 05:00:00.0","331","44","141","44","true","Item Updated"
"a0TM000000AUlujMAD","51caf337275b24dc3600007f","ArtRio 2013","2013-09-05 22:56:00.0","2013-09-08 22:56:00.0","609","56","258","56","true","Item Updated"
"a0TM000000AUlukMAD","52406bf5139b2171d900027b","Contemporary Istanbul 2013","2013-11-07 05:00:00.0","2013-11-10 05:00:00.0","963","97","392","97","true","Item Updated"
"a0TM000000AUlulMAD","52b48bbd9c18dbb09f000513","Zona MACO 2014","2014-02-05 05:00:00.0","2014-02-09 05:00:00.0","857","96","324","96","true","Item Updated"
"a0TM000000AUlumMAD","52cd7e499c18db7e3700006e","miart 2014","2014-03-28 04:00:00.0","2014-03-30 04:00:00.0","740","101","276","102","true","Item Updated"
"a0TM000000AUlunMAD","5363e0008b3b816209000277","Design Miami/ Basel 2014","2014-06-17 04:00:00.0","2014-06-22 04:00:00.0","499","45","202","45","true","Item Updated"
"a0TM000000AUluoMAD","54e35c2b7261692b03190200","Shanghai Art Fair 2014","2014-11-13 15:19:00.0","2014-11-16 15:19:00.0","48","1","7","1","true","Item Updated"
"a0TM000000AUlupMAD","54bda8287261695753310000","PULSE New York 2015","2015-03-05 10:00:00.0","2015-03-08 17:00:00.0","553","45","122","45","true","Item Updated"
"a0TM000000AUluqMAD","54eae0597261696dc2d82000","Art Dubai 2015","2015-03-18 08:08:00.0","2015-03-21 08:08:00.0","253","25","90","25","true","Item Updated"
"a0TM000000AUlurMAD","54871f8672616970632a0400","The Armory Show 2015","2015-03-05 12:00:00.0","2015-03-08 23:00:00.0","2187","162","801","164","true","Item Updated"
"a0TM000000AUlusMAD","54a2f3fe7261692d6ae31300","Art Central 2015","2015-03-14 10:00:00.0","2015-03-16 18:00:00.0","1088","70","281","71","true","Item Updated"
"a0TM000000AUlutMAD","54fd904d7261692b69080000","AIPAD Photography Show 2015","2015-04-16 12:20:00.0","2015-04-19 12:20:00.0","361","15","96","15","true","Item Updated"
"a0TM000000AUluuMAD","5512378172616925ad9b1d00","Affordable Art Fair Singapore Spring 2015","2015-04-17 04:19:00.0","2015-04-19 04:19:00.0","27","1","10","1","false","Item Updated"
"a0TM000000AUluvMAD","54b3fac47261694995ac0000","SP-Arte 2015","2015-04-09 10:00:00.0","2015-04-12 18:00:00.0","1780","101","556","103","true","Item Updated"
"a0TM000000AUluwMAD","54f9db2e7261692739364000","London Original Print Fair 2015","2015-04-23 11:00:00.0","2015-04-26 18:00:00.0","643","38","241","38","true","Item Updated"
"a0TM000000AUluxMAD","551ebb217261692adb960300","Art Toronto 2015","2015-10-23 11:00:00.0","2015-10-26 18:00:00.0","92","5","15","5","true","Item Updated"
"a0TM000000AUluyMAD","5187f1086874bf7dd300007a","Art Basel 2013","2013-06-12 22:00:00.0","2013-06-15 22:00:00.0","850","88","338","92","true","Item Updated"
"a0TM000000AUluzMAD","5526f6117261690e04220700","Spring Masters New York 2015","2015-05-08 21:57:00.0","2015-05-12 21:57:00.0","131","6","60","6","true","Item Updated"
"a0TM000000AUlv0MAD","5530078772616907b7360100","The solo project 2015","2015-06-17 15:03:00.0","2015-06-21 15:03:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlv1MAD","553007d37261695f7ef30000","START Art Fair 2015","2015-09-10 15:04:00.0","2015-09-13 15:04:00.0","121","7","29","7","true","Item Updated"
"a0TM000000AUlv2MAD","553009497261693f45a00000","Market Art + Design 2015","2015-07-09 15:10:00.0","2015-07-12 15:10:00.0","201","10","63","10","true","Item Updated"
"a0TM000000AUlv3MAD","552fff2a72616921a9290000","Artexpo | New York 2015","2015-04-23 12:00:00.0","2015-04-26 18:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlv4MAD","553000d272616907b4260000","KunstRai 2015","2015-05-27 14:34:00.0","2015-05-31 14:34:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlv5MAD","5530001a7261697a61240000","Salon Zürcher | New York 2015","2015-05-11 14:31:00.0","2015-05-17 14:31:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlv6MAD","553005c772616967a4c70000","VOLTA11 Basel 2015","2015-06-15 14:55:00.0","2015-06-20 14:55:00.0","147","11","26","11","true","Item Updated"
"a0TM000000AUlv7MAD","55355e3e72616951693c0900","AOA Tribal Fair","2015-05-13 20:07:00.0","2015-05-17 20:07:00.0","5","1","1","1","true","Item Updated"
"a0TM000000AUlv8MAD","5537e7cd72616929b1212200","Antique & Design Center at Market Square High Point Market","2015-04-16 18:24:00.0","2015-04-23 18:24:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlv9MAD","553cb20a7261690b5f0e0d00","Stroke Art Fair 2015","2015-04-29 09:37:00.0","2015-05-03 09:37:00.0","8","1","2","1","true","Item Updated"
"a0TM000000AUlvAMAT","551acd307261692ae93d0a00","Collective Design 2015","2015-05-13 15:00:00.0","2015-05-17 19:00:00.0","426","29","188","29","true","Item Updated"
"a0TM000000AUlvBMAT","553a0e207261694d1b432500","Affordable Art Fair Hong Kong 2015","2015-05-22 09:32:00.0","2015-05-24 09:32:00.0","127","4","33","4","true","Item Updated"
"a0TM000000AUlvCMAT","5550b92a7261691a55c11100","Art Aspen 2015","2015-08-13 12:00:00.0","2015-08-16 19:00:00.0","82","3","18","3","true","Item Updated"
"a0TM000000AUlvDMAT","5554d1807261692a32580000","20|21 International Art Fair","2015-05-14 12:46:00.0","2015-05-17 12:46:00.0","39","1","26","1","true","Item Updated"
"a0TM000000AUlvEMAT","553f867f7261691a95e70500","arteBA 2015","2015-06-04 11:00:00.0","2015-06-07 17:00:00.0","898","61","254","61","true","Item Updated"
"a0TM000000AUlvFMAT","55649d46726169300c8f1000"," Amsterdam Art Fair 2015","2015-05-27 16:18:00.0","2015-05-31 16:18:00.0","12","1","3","1","false","Item Updated"
"a0TM000000AUlvGMAT","556ff3ae7261697d1b8e0c00","Art Busan 2015","2015-06-05 06:42:00.0","2015-06-08 06:42:00.0","36","2","13","2","false","Item Updated"
"a0TM000000AUlvHMAT","542c6ed97261692d90e60a00","Design Miami/ 2014","2014-12-03 10:00:00.0","2014-12-07 18:00:00.0","415","33","171","33","true","Item Updated"
"a0TM000000AUlvIMAT","555a00917261692b17cd0000","LISTE 2015","2015-06-15 12:00:00.0","2015-06-21 18:00:00.0","541","61","134","61","true","Item Updated"
"a0TM000000AUlvJMAT","558d97e472616970d60000b5","IDA","2015-09-10 14:00:00.0","2015-09-13 14:00:00.0","139","16","43","16","true","Item Updated"
"a0TM000000AUlyMMAT","5593e6b47261694e400003a5","West Bund Art & Design 2015","2015-09-08 10:00:00.0","2015-09-08 17:00:00.0","300","25","146","25","true","Item Updated"
"a0TM000000AUlyNMAT","559eb9f7726169701300036c","NEWD Art Show 2015","2015-06-06 18:13:00.0","2015-06-07 18:13:00.0","13","1","9","1","false","Item Updated"
"a0TM000000AUlyOMAT","50d25052fc92ad341500187f","UNTITLED 2012","2012-12-05 05:00:00.0","2012-12-09 05:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlyPMAT","52dd9495b202a34ea6000016","San Francisco Fine Art Fair 2012","2012-05-16 04:00:00.0","2012-05-20 04:00:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlyQMAT","54dd26fa726169436d040600","Art Beijing","2015-05-01 22:19:00.0","2015-05-03 22:19:00.0","343","30","178","30","true","Item Updated"
"a0TM000000AUlyRMAT","52bddb68c9dc24b0da00008b","Palm Springs Fine Art Fair","2014-02-13 05:00:00.0","2014-02-16 05:00:00.0","113","7","45","7","true","Item Updated"
"a0TM000000AUlySMAT","52d805aa1a1e86519f000014","Winter Antiques Show 2014","2014-01-24 05:00:00.0","2014-02-02 05:00:00.0","11","1","9","1","true","Item Updated"
"a0TM000000AUlyTMAT","534464dc7622dd27960001d1","artMRKT San Francisco 2014","2014-05-15 21:05:00.0","2014-05-18 21:05:00.0","85","6","32","6","true","Item Updated"
"a0TM000000AUlyUMAT","5385e836c9dc24841d000601","ARTMUC","2014-05-29 12:43:00.0","2014-06-01 13:43:00.0","29","1","5","1","true","Item Updated"
"a0TM000000AUlyVMAT","5508add87261694592700b00","Art Austria 2015","2015-03-19 22:41:00.0","2015-03-22 22:41:00.0","9","1","4","1","true","Item Updated"
"a0TM000000AUlyWMAT","5396388b275b24256700025f","Liste 2014","2014-06-17 22:41:00.0","2014-06-22 22:41:00.0","39","4","9","4","true","Item Updated"
"a0TM000000AUlyXMAT","54353cc2726169424f280000","Munich Highlights","2014-11-06 13:30:00.0","2014-11-12 13:30:00.0","16","2","12","2","true","Item Updated"
"a0TM000000AUlyYMAT","541367577261692d69370500","IFPDA Print Fair 2014","2014-11-05 12:00:00.0","2014-11-09 18:00:00.0","1158","60","398","61","true","Item Updated"
"a0TM000000AUlyZMAT","5457eb257261692d54390300","Aqua Art Miami 2014","2014-12-03 20:51:00.0","2014-12-07 20:51:00.0","167","5","48","5","true","Item Updated"
"a0TM000000AUlyaMAD","5465e09e7261691cc4920800","fotofever Paris 2014","2014-11-14 10:58:00.0","2014-11-16 10:58:00.0","11","1","2","1","true","Item Updated"
"a0TM000000AUlybMAD","547ddc5e7261692ce3f90100","Affordable Art Fair New York Fall 2013","2013-10-03 15:34:00.0","2013-10-06 15:34:00.0","12","2","3","2","true","Item Updated"
"a0TM000000AUlycMAD","547dddac7261692e04600900","Affordable Art Fair New York Spring 2012","2012-04-18 15:39:00.0","2012-04-22 15:39:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlydMAD","54da398372616902bd8c0000","Design Days Dubai 2015 ","2015-03-16 17:01:00.0","2015-03-20 17:01:00.0","69","7","42","7","true","Item Updated"
"a0TM000000AUlyeMAD","5528382772616902b0722d00","Paris Photo Los Angeles 2015","2015-05-01 12:00:00.0","2015-05-03 18:00:00.0","657","49","123","50","true","Item Updated"
"a0TM000000AUlyfMAD","55a78b8772616951e300025f","Beirut Art Fair 2015","2015-09-17 18:00:00.0","2015-09-20 21:30:00.0","19","1","4","1","false","Item Updated"
"a0TM000000AUlygMAD","553009d7726169590a580100","Seattle Art Fair 2015","2015-07-30 15:12:00.0","2015-08-02 15:12:00.0","949","51","360","51","true","Item Updated"
"a0TM000000AUlyhMAD","55bbe39372616970e4000167","FIAC 12","2012-10-18 04:00:00.0","2012-10-21 04:00:00.0","15","1","1","1","true","Item Updated"
"a0TM000000AUlyiMAD","55bfc64f72616915ae000992","The Salon: Art + Design 2015","2015-11-12 19:00:00.0","2015-11-16 00:48:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlyjMAD","55c126d172616908a00000e6","Sydney Contemporary 2013","2013-09-19 12:00:00.0","2013-09-23 00:00:00.0","21","2","5","2","true","Item Updated"
"a0TM000000AUlykMAD","55c1d245726169188b0002be","Mercado de Arte","2015-08-19 09:06:00.0","2015-08-23 09:06:00.0","27","1","6","1","true","Item Updated"
"a0TM000000AUlylMAD","55c4dd337261696692000000","Docks Art Fair 2015","2015-09-10 16:29:00.0","2015-09-13 16:29:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlymMAD","555c30ba7261691bdda40000","Photo Shanghai 2015","2015-09-11 06:58:00.0","2015-09-13 06:58:00.0","851","42","218","42","true","Item Updated"
"a0TM000000AUlynMAD","55cb64807261690b8b000277","abc art berlin contemporary 2015","2015-09-17 16:00:00.0","2015-09-20 21:00:00.0","36","6","6","6","true","Item Updated"
"a0TM000000AUlyoMAD","515c923fcd4b8ee1dc0000a5","Dallas Art Fair 2013","2013-04-12 04:00:00.0","2013-04-14 04:00:00.0","1","1","1","1","true","Item Updated"
"a0TM000000AUlypMAD","55d2301c726169538c0000c4","SP-Arte/Foto 2015","2015-08-19 15:00:00.0","2015-08-23 20:00:00.0","31","2","10","2","true","Item Updated"
"a0TM000000AUlyqMAD","55a7b3857261693edb0002a1","viennacontemporary 2015","2015-09-24 06:00:00.0","2015-09-27 09:36:00.0","232","22","70","22","true","Item Updated"
"a0TM000000AUlyrMAD","55d3a51c726169698700019d","Art Los Angeles Contemporary","2016-01-27 17:34:00.0","2016-01-31 17:34:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlysMAD","55d5f3777261695c3f000360","1:54 Contemporary African Art Fair London 2015","2015-10-15 12:00:00.0","2015-10-18 17:00:00.0","9","1","4","1","true","Item Updated"
"a0TM000000AUlytMAD","55300a817261695f89ea0000","CHART | ART FAIR 2015","2015-08-21 11:00:00.0","2015-08-23 17:00:00.0","315","28","93","28","true","Item Updated"
"a0TM000000AUlyuMAD","55db39df726169698a000364","Art Miami 2015","2015-12-01 11:35:00.0","2015-12-06 11:35:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlyvMAD","55dcdaac7261693dab00021c","Asia Contemporary Art Show Hong Kong Fall 2015","2015-10-08 21:13:00.0","2015-10-11 21:13:00.0","0","0","0","0","false","Item Updated"
"a0TM000000AUlywMAD","55e484337261693db0000109","Frieze London 2015","2015-10-14 10:00:00.0","2015-10-17 17:00:00.0","16","4","13","4","true","Item Updated"
"a0TM000000AUlyxMAD","5220ccb58b3b81d69b00017c","Sydney Contemporary 2015","2015-09-10 14:00:00.0","2015-09-13 20:00:00.0","2002","89","510","89","true","Item Updated"
"a0TM000000AV0WcMAL","55e94eca72616947330008b3","Positions 2015","2015-09-17 07:54:00.0","2015-09-20 07:54:00.0","0","0","0","0","true","Item Updated"
"a0TM000000AUlzMMAT","5593e6537261697a710003db","Cosmoscow 2015","2015-09-11 10:00:00.0","2015-09-13 19:00:00.0","428","32","73","32","true","Item Updated"
"a0TM000000AV0WdMAL","55edb9b7726169547f0011f2","ZONA MACO FOTO 2015","2015-09-24 20:00:00.0","2015-09-27 23:00:00.0","11","3","4","3","true","Item Updated"
"a0TM000000AV0WeMAL","55f1bdca7261694e7a00023f","FIAC 15","2015-10-22 13:28:00.0","2015-10-25 13:28:00.0","17","1","6","1","true","Item Updated"
